Spanish	start2 --> s, s.	English	start2 --> s, s.	{1=>1, 2=>2}	1
Spanish	start --> ['"'], start2, ['"'].	English	start --> ['"'], start2, ['"'].	{1=>1}	1
Spanish	s --> vp(G,N,P,T), ['.'].	English	s --> np(N,P), vp(N,P,ns,T), ['.'].	{1=>2}	0
Spanish	s --> vp(G,N,P,T), ['.'].	English	s --> this(N), vp(N,3,ns,t), ['.'].	{1=>2}	1
Spanish	s --> ['¿'], vp(G,N,P,T), np(G,N,P), ['?'].	English	s --> be(N,P,ind), np(N,P), vp(N,P,b,T), ['?'].	{1=>3, 2=>2}	1
Spanish	s --> ['¿'], vp(G,N,P,T), np(G,N,P), ['?'].	English	s --> do(N,P,ind), np(N,P), vp(N,3,d,T), ['?'].	{1=>3, 2=>2}	1
Spanish	v(p,1) --> ['tenemos'].	English	have(N,1,ind) --> ['have'].	{}	1
Spanish	v(p,3) --> ['beben'].	English	prpart --> ['drinking'].	{}	1
Spanish	v(p,3) --> ['caminan'].	English	prpart --> ['walking'].	{}	1
Spanish	v(p,3) --> ['cocinan'].	English	prpart --> ['cooking'].	{}	1
Spanish	v(p,3) --> ['comen'].	English	prpart --> ['eating'].	{}	1
Spanish	v(p,3) --> ['corren'].	English	prpart --> ['running'].	{}	1
Spanish	v(p,3) --> ['duermen'].	English	prpart --> ['sleeping'].	{}	1
Spanish	v(p,3) --> ['escriben'].	English	prpart --> ['writing'].	{}	1
Spanish	v(p,3) --> ['leen'].	English	prpart --> ['reading'].	{}	1
Spanish	v(p,3) --> ['nadan'].	English	prpart --> ['swimming'].	{}	1
Spanish	v(p,3) --> ['tienen'].	English	have(N,2,ind) --> ['have'].	{}	1
Spanish	v(p,3) --> ['tienen'].	English	have(N,P,bar) --> ['have'].	{}	1
Spanish	v(p,3) --> ['tienen'].	English	have(p,3,ind) --> ['have'].	{}	1
Spanish	vp(G,N,P,i) --> estar(N,P), prpart.	English	vp(N,P,b,i) --> prpart.	{2=>1}	1
Spanish	vp(G,N,P,i) --> estar(N,P), prpart.	English	vp(N,P,ns,i) --> be(N,P,ind), prpart.	{1=>1, 2=>2}	1
Spanish	vp(G,N,P,i) --> ['no'], estar(N,P), prpart.	English	vp(N,P,b,i) --> ['not'], prpart.	{2=>1}	1
Spanish	vp(G,N,P,i) --> ['no'], estar(N,P), prpart.	English	vp(N,P,ns,i) --> be(N,P,ind), ['not'], prpart.	{1=>1, 2=>2}	1
Spanish	vp(G,N,P,i) --> ['no'], v(N,P).	English	vp(N,P,b,i) --> ['not'], prpart.	{1=>1}	1
Spanish	vp(G,N,P,i) --> ['no'], v(N,P).	English	vp(N,P,ns,i) --> be(N,P,ind), ['not'], prpart.	{1=>2}	1
Spanish	vp(G,N,P,i) --> v(N,P).	English	vp(N,P,b,i) --> prpart.	{1=>1}	1
Spanish	vp(G,N,P,i) --> v(N,P).	English	vp(N,P,d,i) --> have(N,P,bar).	{1=>1}	1
Spanish	vp(G,N,P,i) --> v(N,P).	English	vp(N,P,ns,i) --> be(N,P,ind), prpart.	{1=>2}	1
Spanish	vp(G,N,P,t) --> cop(G,N,P), adj(G,N).	English	vp(N,P,b,t) --> adj.	{2=>1}	1
Spanish	vp(G,N,P,t) --> cop(G,N,P), adj(G,N).	English	vp(N,P,ns,t) --> be(N,P,ind), adj.	{1=>1, 2=>2}	1
Spanish	vp(G,N,P,t) --> cop(G,N,P), np_bare.	English	vp(N,P,b,t) --> np(N,P2).	{2=>1}	1
Spanish	vp(G,N,P,t) --> cop(G,N,P), np_bare.	English	vp(N,P,ns,t) --> be(N,P,ind), np(N,P2).	{1=>1, 2=>2}	1
Spanish	vp(G,N,P,t) --> cop(G,N,P), np(G,N,3).	English	vp(N,P,b,t) --> np(N,P2).	{2=>1}	1
Spanish	vp(G,N,P,t) --> cop(G,N,P), np(G,N,3).	English	vp(N,P,ns,t) --> be(N,P,ind), np(N,P2).	{1=>1, 2=>2}	1
Spanish	vp(G,N,P,t) --> estar(N,P), prpart, np(G2,N2,P3).	English	vp(N,P,b,t) --> prpart, np(N2,P2).	{2=>1, 3=>2}	1
Spanish	vp(G,N,P,t) --> estar(N,P), prpart, np(G2,N2,P3).	English	vp(N,P,ns,t) --> be(N,P,ind), prpart, np(N2,P2).	{1=>1, 2=>2, 3=>3}	1
